Emotion,Text
33150,sadness,I'm going to miss staring angrily at @CharleaUnicorn and @mikelajohnson in the hallways this week. 
33151,anger,When my friends tried to discriminate against my friendship with certain other friends which they thought was improper.
33152,neutral, Hi Joe . 
33153,surprise,My mom secretly had a hotel room booked for New Orleans 2 blocks from the Superdome this whole time #rolltide
33154,fear,"I was testing my new roller skates in the street, suddenly a dog ran barking in my direction, very threatening. I was very startled and terribly upset."
33155,fear,@cmhegan @twohandsjack1 @jamesguest1 @SGuest82 @mdleslie56 Cummins/Cutting to lead the attack for next 10 years - Ambrose/Walsh 
33156,surprise,‘Tis the season and PLAYMOBIL is feeling especially festive this year! Be sure to tune in tomorrow for a BIG contest announcement! 
33157,sadness,A cousin keeps telling me education past high school is a sham. Too bad he cant spell or make an argument correctly.  
33158,joy," Well , yes . Several colleagues from different departments helped me with that . They are very supportive . I consulted an economic expert last week . He was very kind to give valuable suggestions . "
33159,fear,"Today, do what your  tells u to do; not what your tell u to do. Act on #COURAGE!!! Have a wonderful day!!!"
33160,fear,"Once at midnight, I was working alone at office and the phone suddenly rang."
33161,neutral, At five . 
33162,joy,"@Bec_Star7 Educating Exceptional Students: Content Knowledge and Elementary Education: Curriculum, Assessment, and Content. "
33163,neutral, Thanks . 
33164,fear,People rarely  'cos lazy. Most of the time.. It's they have. Solution: embrace the #vacuum. You're a #unifiedfield
33165,surprise,@timruger because im softer &amp
33166,surprise,@smedlin2011 hahahahah. Journalism party tomorrow 7th hour. Will you be making a appearance?
33167,joy,@ZacharyGC This is why I don't follow you on twitter. Bc instead of texting me&amp
33168,sadness, loss...feeling so many different emotions #anger #confusion #helplessness #RIPhalfbaked You left my life too soon
33169,neutral, How come you think of him that way ? 
33170,fear,"Her face must have registered dismay at having to tell Peter what had happened , for he gave a narrow smile . "
33171,disgust,Silva on the bench in such a vital game !? This proves the strength in depth City have. 
33172,disgust,Cow hearts in physiology this Friday? 
33173,anger,"I was accused of a misdemeanour, unjustly."
33174,anger,He was angry that Bernard had gone too . 
33175,fear,Eyewitnesses told of the horror as shrapnel rained down on shoppers from two devices placed in cast-litter bins less than ten yards apart . 
33176,joy," And my first nephew . He looks a lot like you , mum . He does . "
33177,joy, I've never given a speech in front of a thousand people before . 
33178,neutral, I Believe I will . Look for me near the lake . 
33179,surprise,@gamestocker Morgen weer de uitslag van de actie! Erg benieuwd! niet alleen naar de winnaar (hoop ik) maar ook wat de Surprise is!
33180,sadness,When I learnt that my close friend was going to immigrate.
33181,joy,I received a letter from a friend whom I was missing
33182,fear,I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.
33183,anger,When colliding with my car. I myself was to blame.
33184,anger,Finding out about some girls who have been nice to the class leader in order to go to the neuropsychology lectures (English ones).
33185,sadness, I 'll have the use of a locker at the airport   she trailed off with a despondent sigh . 
33186,fear,"@jsargent90 wat happened sat nite?can't rem much, where back at that party? "
33187,neutral," Oh , Yes ? "
33188,sadness,@JasonA95 I know :( I'm quite sad :'( I waved goodbye along with about 10 others :L they better fucking accept my friend request :L 
33189,fear,Had fear of losing husband.
33190,surprise,"@MrJappe Een  als toffee? Twee x draien mey papier, klaar! "
33191,surprise,"@greysonchance goodnight! Sleep tight, don't let the bed bugs bite :P (: love you &lt;3 can't wait for the friday (:"
33192,anger,That comes after growing Irish annoyance at the continued failure of the British to ensure that the RUC accompanies the UDR on all its operations . 
33193,fear,I did it! I conquered nerves and . THANK YOU SO MUCH @solzahran for learning the song #AsISang. lol 'preciate it :)
33194,neutral, Froth ? 
33195,disgust,Some things some girls need to keep to theirselves. This isn't your personal diary nor is it your best friend. 
33196,fear,“@DoreenVirtue444: You have the ability to tune out the sound of and focus on the universal voice of #love.”
33197,surprise,There's Something Cool About Taking Pictures On A Disposable Camera And Not Knowing How They Will Come Out! 
33198,joy, See you then . 
33199,joy,"@bethkatemiller yess maam, but the games before practice this timee "
33200,joy,"disappointed and sore, it's gonna be a long day at work tmrw starting at 8 am, "
33201,joy,Mother daughter bonding day 
33202,fear,by @Drake  is still the realist song ever made by him. Way too explicit for fakes #RS
33203,joy,Great been in the Wendy's line for good ten min an realized my purse is at home! 
33204,fear,"@iAnteneh we do my is I don't wanna mess up,but no doubt McGill is a good school I just don't wanna live in Montreal lol"
33205,joy,"as you watch me walk down too my future, I hope tears of are in your eyes."
33206,sadness,Walking into uni with a heavy heart 
33207,joy,Strawberry sorbet bubble bath  I shall smell delightful as I slumber 
33208,fear,"PUIS ! Ils ont verrouillés les PC, et sont partis en mode total, nous disant qu'on avait juste le droit d'être là ... x)"
33209,sadness,"Watching an old lady running up the street to catch her bus and miss it, it reminded me of my own mother and how dreadful it would be to be her in the same situation."
33210,surprise,"@IanMakay Celebration w/the family. Small gifts w/ crazy rhymes &amp; packages ;), singing and loads of yummy #Sinterklaas sweets! ❤"
33211,surprise,I would lose my umbrella the last week of class 
33212,neutral," On the contrary , very exciting . "
33213,surprise,zooh klaar voor vandaag (: nu even opruimen en nog even tv kijken
33214,sadness,"Squeezed like despondent sardines , they looked as if they were huddling for warmth . "
33215,joy,Met some amazing people in weekly meditation tonight and received an unexpected gift from my teacher!   
33216,joy, Thank you . I will . 
33217,joy,&quot
33218,joy,The man I am going around with gave me a very special present.
33219,joy, That sounds like a good idea . I'll have to try that . 
33220,anger,When a thief broke into my house and stole some valuable goods.
33221,surprise,Got a silver maths challenge certificate 
33222,joy,"Julia 's questions about the line the defence lawyers were taking were as acute as anything she had ever asked David , and they filled him with relieved delight . "
33223,sadness,@LFPFantasy_Mike So basically we're settling on the fact he's not going to. 
33224,neutral, So did I . 
33225,joy,"Travellers might get used to jet-lag in the sense that they learn to live with it , or they might find it progressively more irksome as their initial excitement with travel begins to wear thin . "
33226,sadness,"The moment when u get thru ur whole timeline &amp; hit refresh &amp; ur like &quot;dang, aint no more to read!&quot; RT if ya know the feeling lol :)"
33227,fear,"We were walking in the park at night.  It was very dark and very late.  We began to hear foot steps all around us, and we could not find our way out."
33228,neutral, I'm sorry . 
33229,joy,"Matthew 6:33: &quot; .BUT Seek ye FIRST The  KINGDOM of GOD, &amp; His Righteousness ; &amp; all these THINGS will be added unto you !. &quot;  #ACRONYMS"
33230,joy,1st track practice today....
33231,disgust,"The horse , having been abandoned in the traces for twenty-four hours , was utterly disgruntled . "
33232,sadness,I felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning.
33233,anger,When a certain boy went about saying that I am his girlfriend. I wrote him an insulting letter to him and called him names.
33234,sadness,"OMG who are you!!! Who says that &quot;@TupacTaughtMe: I could care less about football, College or NFL ..&quot;"
33235,joy,the moment when you get another follower and you cheer. 
33236,fear,They probably don't realise it but that was the closest they have ever been to death @WillCon1Way #DIZZY
33237,anger,"I had got a bad cold. My father said I must be crazy to go by motorbike at those temperatures. When I answered him that I did not care about a cold, he said that if I did not care for anything I could leave him (it was for the second time he said something like that)."
33238,joy,:o No more  music? I've been waiting soooo long lolol thought he would never go away :)
33239,anger,"He shows his annoyance with some intimidating facial expression , backed up by a sparse selection of adjectival punctuation invariably using the ` f "" word , which he uses with considerable effect . "
33240,fear,"☑ RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less"
33241,joy, It's sounds like fun . 
33242,fear,I was not prepared for the exam but I wanted to sleep the night before the exam.
